Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
97665-76T,BioVision,"Life Sciences, Oncology",United States,1996,Milpitas,North America,Americas,"Milpitas, CA",Discovery Tools (Healthcare),Pharmaceuticals and Biotechnology,Healthcare,6-Jun-17,21,Merger/Acquisition,290,,"Operator of a life-sciences company intended to provide products and research tools to accelerate drug discovery in disease-related areas. The company's variety of life science products includes assay kits, antibodies, recombinant proteins and enzymes and other research tools for studying apoptosis, metabolism, cell proliferation, cellular stress, cell damage and repair, diabetes, obesity and metabolic syndrome, stem cell biology, gene regulation and signal transduction, providing biopharma, diagnostic and academic clients with research tools to expedite their research.",NKY Medical Holdings (SHE: 300109),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
111206-62T,SG Micro (SHE: 300661),,China,2007,Beijing,East Asia,Asia,"Beijing, China",General Purpose Semiconductors,Semiconductors,Information Technology,6-Jun-17,10,IPO,260.67,65.17,"SG Micro Corp is a Chinese company engaged in the design, marketing, and selling of integrated circuits. Its products are used in cell phones, televisions, DVD players, digital cameras, notebook computers, consumer electronics, automobile electronics, industrial automation, and medical devices. The product portfolio of the company includes comparators, headphone drivers, audio drivers, video drivers, analog switches, complex switches, load switches, LED drivers, Li-ion battery chargers, and other products.",,Institutional & Regulatory Shock,WTO Market Opening (China),Chinese tech startup founded proximate to China's WTO accession; business model leveraged newly opened domestic market and foreign capital.
88708-42T,Aftershock Services,"Gaming, Mobile, TMT",United States,2017,San Francisco,North America,Americas,"San Francisco, CA",Entertainment Software,Software,Information Technology,6-Jun-17, -   ,Merger/Acquisition,100,,Developer of mobile gaming intended to create massively multiplayer games for mobile devices. The company's mobile gaming platform merges the art of game design and the science of consumer behavior to create immersive games that span the strategy of role-playing game categories connecting gamers at massive scales.,FoxNext Games(Aaron Loeb),Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
104713-75T,LionMobi,"CloudTech & DevOps, Mobile, TMT",China,,Chengdu,East Asia,Asia,"Chengdu, China",Software Development Applications,Software,Information Technology,5-Jun-17,,Merger/Acquisition,393.19,0.16,"Owner and operator of a mobile development company intended to develop mobile applications. The company's services provide various mobile applications for different platforms, enabling clients to receive proper applications they want.",Sichuan Xun You Network Technology Company (SHE: 300467),Other,N/A,Founding year missing; cannot apply temporal validation.
74889-82T,IronPlanet,"AgTech, Construction Technology, E-Commerce, Oil & Gas, Supply Chain Tech, TMT",United States,1999,Lincoln,North America,Americas,"Lincoln, NE",Other Commercial Services,Commercial Services,Business Products and Services (B2B),31-May-17,18,Merger/Acquisition,776.47,199.55,"Operator of an online marketplace designed for buying and selling used heavy equipment and other durable assets. The company also offers conventional tractors, trucks, crawler tractors, dump trucks, trailers, excavators and farm tractors and also provides construction equipment, cranes, agricultural equipment, mining equipment, forklifts, quarry and aggregates, forestry machinery, oil and gas machinery, as well as, motors.",RB Global (TSE: RBA)(Ravi Saligram),Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
86914-54T,Birst,"SaaS, TMT",United States,2004,San Francisco,North America,Americas,"San Francisco, CA",Business/Productivity Software,Software,Information Technology,31-May-17,13,Buyout/LBO,100.7,156,"Developer of a SaaS-based networked business analytics platform designed to offer a next-generation platform for enterprise BI and analytics. The company's Birst platform connects together the entire organization through a network of interwoven virtualized BI instances on-top a shared common analytical fabric, enabling businesses to achieve a new level of trusted insight and decision making by connecting their data and people via a network of analytics services.","Golden Gate Capital(David Dominik), Infor Global Solutions(Charles Phillips), Koch Equity Development(Matt Flamini)",Forced-Adoption Shock,Dot-com Bust (Creative Destruction),"Founded in the post-dot-com-bust window; leveraged cheap infrastructure, talent, and proven web technologies released by the bust's creative destruction."
91533-52T,Boozt.com (STO: BOOZT),"E-Commerce, TMT",Sweden,2007,Malmo,Northern Europe,Europe,"Malmo, Sweden",Specialty Retail,Retail,Consumer Products and Services (B2C),31-May-17,10,IPO,400.29,79.72,"Boozt AB is a Nordic technology company selling fashion, apparel, and beauty online. The company operates in two segments: Boozt.com, and Booztlet.com. The Boozt.com segment consists of the operational activities related to the multi-brand webstore Boozt.com. The webstore Boozt.com is the online destination for Fashion, Kids, Sports, Beauty, and Home, tailored to deliver convenience and a curated selection of brands. The Booztlet.com segment consists of the operational activities related to Booztlet.com. The Booztlet.com segment mainly operates as the group's channel for inventory clearance, retailing items that did not sell within an allotted time frame in the webstores. The majority of its revenue is derived from Boozt.com. Geographically, the majority is derived from the Nordics.","Arbejdsmarkedets Tillaegspension, Catella (STO: CAT A), Ferd(Julie Wiese), Friheden Invest",Forced-Adoption Shock,Dot-com Bust (Creative Destruction),"Founded in the post-dot-com-bust window; leveraged cheap infrastructure, talent, and proven web technologies released by the bust's creative destruction."
78960-25T,Daojia,"FoodTech, Restaurant Technology, TMT",China,2010,Beijing,East Asia,Asia,"Beijing, China","Other Restaurants, Hotels and Leisure","Restaurants, Hotels and Leisure",Consumer Products and Services (B2C),31-May-17,7,Merger/Acquisition,200,74.5,Operator of a mobile application intended to provide food ordering and delivery services. The company's platform enables customers to order meals from a variety of local restaurants in Beijing and Shanghai.,Yum China (NYS: YUMC)(Muktesh Pant),Technology Shock,Mobile Platform,"Founded in the post-App Store window; business model depends on mobile distribution, sensors, or location capabilities."
86503-87T,Chewy (NYS: CHWY),"E-Commerce, Pet Technology, TMT",United States,2011,Plantation,North America,Americas,"Plantation, FL",Internet Retail,Retail,Consumer Products and Services (B2C),31-May-17,6,Buyout/LBO,"3,350.00",802,"Chewy is the largest e-commerce petcare retailer in the US, generating $11.9 billion in fiscal 2024 sales across pet food, treats, hard goods, and pharmacy categories. The firm was founded in 2011, acquired by PetSmart in 2017, and tapped public markets as a stand-alone company in 2019 after spending time developing under the aegis of the pet superstore chain. The firm generates sales from pet food, treats, over-the-counter medications, medical prescription fulfillment, and hard goods like crates, leashes, and bowls.","Ardian, BC Partners(Raymond Svider), GIC Private, Korea Investment Corporation, La Caisse, PetSmart(Michael Massey), StepStone Group (NAS: STEP)",Technology Shock,Cloud Computing,Largest online pet retailer; e-commerce platform enabled by cloud-based logistics and subscription management.
87013-81T,Appian (NAS: APPN),"Artificial Intelligence & Machine Learning, CloudTech & DevOps, Mobile, SaaS, TMT",United States,1999,McLean,North America,Americas,"McLean, VA",Software Development Applications,Software,Information Technology,25-May-17,18,IPO,704.25,122.5,"Appian Corp is a low-code enterprise platform-as-a-service company focusing on business process management. The company's Appian platform is an integrated automation platform providing tools for organizations to design, automate, and optimize end-to-end processes and complex business operations. Capabilities include case management, robotic process automation, artificial intelligence, data fabric, and process mining. The company also provides maintenance and support as well as consulting services and training related to its platform. The majority of its revenue is subscription-based with the remainder from services, with much of its subscription revenue being derived from its cloud-based platform. Geographically, the company derives maximum revenue from its business in the United States.",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
254191-24T,Sunnypol (SHE: 002876),Manufacturing,China,2007,Shenzhen,East Asia,Asia,"Shenzhen, China",Other Hardware,Computer Hardware,Information Technology,25-May-17,10,IPO,221.95,22.93,"Shenzhen Sunnypol Optoelectronics Co Ltd is a Chinese manufacturer of LCD polarizer. The company manufactures polarizer for LCD, polarizer for 3D glasses, protective film for FPD and brightness enhancement type polarizer. Its products are used in electronic dictionary, MP3, MP4, mobile phone, computer monitors and other products. The organization sells its products in China, and also exports it to various other countries.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
88135-48T,Namshi,"E-Commerce, TMT",United Arab Emirates,2011,Dubai,Middle East,Middle East,"Dubai, United Arab Emirates",Specialty Retail,Retail,Consumer Products and Services (B2C),24-May-17,6,Merger/Acquisition,296.08,34,"Operator of an online shopping portal intended to sell apparel and accessories. The company's shopping portal offers a range of clothing, shoes, cosmetics, accessories, gifts and home and lifestyle products from different brands for men, women, and children, enabling customers to purchase products of their choice.",Emaar Properties (DFM: EMAAR)(Mohamed Alabbar),Other,N/A,"Reverted: Physical retail/consumer product, not cloud-enabled"
88116-94T,Hexadite,"Artificial Intelligence & Machine Learning, Cybersecurity, SaaS, TMT",United States,2014,Boston,North America,Americas,"Boston, MA",Network Management Software,Software,Information Technology,24-May-17,3,Merger/Acquisition,100,10.5,"Developer of a security automation and orchestration platform designed to address the deficiencies within the IR tools and processes that significantly hamper an organization's ability to effectively investigate and respond to breaches. The company's security automation and orchestration platform connects to existing security detection systems to investigate every threat, leveraging artificial intelligence to apply targeted mitigation to stop security breaches in their tracks, enabling organizations to rapidly investigate each and every alert and respond, without needing human intervention, to mitigate breaches in seconds.",Microsoft (NAS: MSFT)(Terry Myerson),Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
80128-63T,Lavebras Gestao de Texteis,,Brazil,1997,Videira,South America,Americas,"Videira, Brazil",Other Commercial Services,Commercial Services,Business Products and Services (B2B),23-May-17,20,Merger/Acquisition,385.83,,"Provider of laundry and sanitation services intended to offer sanitation systems for industrial uniforms, hospitals, and hotel layouts.",Elis Services (PAR: ELIS)(Xavier Martiré),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
88039-63T,FastMatch,"FinTech, TMT",United States,2012,New York,North America,Americas,"New York, NY",Brokerage,Capital Markets/Institutions,Financial Services,23-May-17,5,Merger/Acquisition,188.88,,"Developer of a foreign exchange trading electronic communication network platform. The company operates trading platform concentrating on both the sell-side and buy-side market segments, enabling its customers such as retail brokers, institutions, banks, hedge funds, and proprietary trading firms access to large pools of diversified liquidity at speed with transparency.",Euronext (PAR: ENX)(Stephane Boujnah),Forced-Adoption Shock,Financial Crisis (Trust Destruction),Founded post-Lehman collapse; business model offers digital-first financial services addressing consumer/business shift away from traditional banking.
97592-23T,MarketHub Tech,TMT,Ireland,2013,Cork,Western Europe,Europe,"Cork, Ireland",Business/Productivity Software,Software,Information Technology,21-May-17,4,Merger/Acquisition,438.55,0.64,"Developer of a market research and analytics software. The company's dynamic pricing toolkit allows small and mid-cap retailers to obtain key data and mirror the dynamic pricing capabilities, enabling them to act on priorities and enhance their sales, margins and reduce waste.
the retailer","VusionGroup (Computers, Parts and Peripherals) (PAR: VU)(Thierry Gadou)",Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
110906-65T,Tiansheng Pharmaceutical Group Co. (SHE: 002872),Manufacturing,China,2001,Chongqing,East Asia,Asia,"Chongqing, China",Pharmaceuticals,Pharmaceuticals and Biotechnology,Healthcare,19-May-17,16,IPO,688.61,172.15,"Tiansheng Pharmaceutical Group Co Ltd is a pharmaceutical company. It is engaged in the research, development, production, and sales of pharmaceutical products. The company's business scope covers pharmaceutical manufacturing, circulation, Chinese herbal medicine planting and processing, drug research and development, and others. Its products cover respiratory, digestive, cardiovascular and cerebrovascular, pediatric, gynecological, orthopedic, oncology, hepatobiliary, blood, surgery, diabetes and other systems.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
77478-85T,UCO Group,"Beauty, Big Data, Mobile Commerce, Mobility Tech, TMT",China,2010,Hangzhou,East Asia,Asia,"Hangzhou, China",Consulting Services (B2B),Commercial Services,Business Products and Services (B2B),18-May-17,7,Merger/Acquisition,156.73,,"Provider of e-commerce consultancy services intended for the cosmetic and beauty industry. The company offers omnichannel retail services, from digital and market-entry strategy, omnichannel retail operation, to social media and marketing content creation, enabling cosmetic brands to grow their business through the world wide web.",Qingdao KingKing Applied Chemistry Company (SHE: 002094),Technology Shock,Mobile Platform,"Founded in the post-App Store window; business model depends on mobile distribution, sensors, or location capabilities."
86840-56T,Eve Sleep,"E-Commerce, Manufacturing, TMT",United Kingdom,2014,London,Western Europe,Europe,"London, United Kingdom",Specialty Retail,Retail,Consumer Products and Services (B2C),18-May-17,3,IPO,180.18,63.65,"Operator of an online shopping portal intended to offer a wide range of mattresses and other sleeping products. The company's products include mattresses, pillows, bedsheets, duvets, protectors, and toppers.",,Technology Shock,Cloud Computing,E-commerce/online retail platform founded in the cloud era; business model enabled by scalable cloud infrastructure.
173537-20T,Chongqing Qin'an M&E (SHG: 603758),"Industrials, Manufacturing",China,1995,Chongqing,East Asia,Asia,"Chongqing, China",Automotive,Transportation,Consumer Products and Services (B2C),17-May-17,22,IPO,687.97,127.02,"Chongqing Qin'an M&E PLC is a Chinese supplier of automotive powertrain engine key parts and transmission complicated parts. It is an integrated auto parts for casting and machining manufacturer company. The company's products range from cylinder head, cylinder block (Aluminum and Iron), crankshaft to transmission case and convert housing.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
88017-85T,Calient.AI,Manufacturing,United States,1999,Goleta,North America,Americas,"Goleta, CA",Fiberoptic Equipment,Communications and Networking,Information Technology,17-May-17,18,Merger/Acquisition,408.45,553.33,"Developer of an all-optical circuit switching platform designed to establish, monitor, and manage connections between single-mode optical fibers. The company platform offers protocol-agnostic, high-bandwidth, and cost-effective switches with features like low latency, compact design, and scalability, enabling telecommunications, data centers, and high-performance computing sectors to optimize network efficiency and reduce operational costs.",Suzhou Chunxing Precision Mechanical Company (SHE: 002547)(Carvin Chen),Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
86355-82T,G1 Therapeutics,"Life Sciences, Oncology",United States,2008,Durham,North America,Americas,"Durham, NC",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,17-May-17,9,IPO,411.21,202.07,"G1 Therapeutics Inc is a commercial-stage biopharmaceutical company. It is engaged in developing novel, small-molecule therapies to target unmet needs in the treatment of cancer. The firm is developing drugs that have the potential to treat the types of cancer, such as cell lung cancer and breast cancer, and designs them to combine and enhance the anti-tumor activity of current therapies. Its product COSELA indicates to help protect bone marrow from the damage of chemotherapy.",Foresite Capital,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
171360-91T,Flying Tech (SHG: 603488),"Manufacturing, TMT",China,2001,Wuxi,East Asia,Asia,"Wuxi, China","Computers, Parts and Peripherals",Computer Hardware,Information Technology,16-May-17,16,IPO,231.6,67.01,Flying Technology Co Ltd is a Chinese electrical machinery and equipment manufacturing company. The company is also engaged in the provision of installation and repair services.,,Forced-Adoption Shock,Dot-com Bust (Creative Destruction),"Founded in the post-dot-com-bust window; leveraged cheap infrastructure, talent, and proven web technologies released by the bust's creative destruction."
85628-35T,Symetis,Life Sciences,Switzerland,2001,Ecublens,Western Europe,Europe,"Ecublens, Switzerland",Surgical Devices,Healthcare Devices and Supplies,Healthcare,16-May-17,16,Merger/Acquisition,435,101.33,"Developer of minimally-invasive transcatheter aortic valve implantation (TAVI) devices based in Ecublens, Switzerland. The company's heart valve devices offer an aortic valve replacement system for patients suffering from aortic valve stenosis, thereby enabling healthcare industries to treat severe cardiac valve conditions.",Boston Scientific (NYS: BSX)(Ian Meredith),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
87568-12T,Craftsy,EdTech,United States,2010,Plymouth,North America,Americas,"Plymouth, MN",Educational and Training Services (B2C),Services (Non-Financial),Consumer Products and Services (B2C),15-May-17,7,Merger/Acquisition,230,109.2,"Operator of an online learning platform designed to offer digital courses in quilting, art, photography, and cooking. The company's platform follows a subscription-based approach by bringing together instructors, enthusiasts, and inspiring ideas to help creative people through media programs, enabling users to interact with other students and instructors for the exchange of ideas.",NBCUniversal(Dave Howe),Technology Shock,Cloud Computing,Online education platform; business model enabled by cloud-based content delivery.
78000-40T,Souq,"E-Commerce, TMT",United Arab Emirates,2005,Dubai,Middle East,Middle East,"Dubai, United Arab Emirates",Internet Retail,Retail,Consumer Products and Services (B2C),12-May-17,12,Merger/Acquisition,583,727.05,"Provider of an online marketplace intended to connect people with products. The company's marketplace offer numerous products including bracelets, backpacks, toys, and other everyday essentials, enabling customers to purchase for all their requirements from a single marketplace.",Amazon.com (NAS: AMZN)(Russell Grandinetti),Forced-Adoption Shock,Dot-com Bust (Creative Destruction),"Founded in the post-dot-com-bust window; leveraged cheap infrastructure, talent, and proven web technologies released by the bust's creative destruction."
84930-31T,Veritone (NAS: VERI),"Artificial Intelligence & Machine Learning, Legal Tech, SaaS, TMT",United States,2014,Irvine,North America,Americas,"Irvine, CA",Business/Productivity Software,Software,Information Technology,12-May-17,3,IPO,208.19,112.5,"Veritone Inc is a provider of artificial intelligence (AI) computing solutions and services. It generates revenue through the delivery of its Software Products and Services which consists of revenues generated from Commercial Enterprise and Government and Regulated Industries customers using the company's aiWARE platform and hiring solutions, any related support and maintenance services, and any related professional services associated with the deployment and/or implementation of such solutions, Managed Services which consist of revenues generated from Commercial Enterprise customers using company's content licensing services, advertising agency, influencer management and related services. It has a presence in the United States, the United Kingdom, France, Australia, Israel, and India.",,Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
78066-91T,Real Matters (TSE: REAL),"Industrials, Real Estate Technology, SaaS, TMT",Canada,2004,Markham,North America,Americas,"Markham, Canada",Media and Information Services (B2B),Commercial Services,Business Products and Services (B2B),11-May-17,13,IPO,832.92,322.27,"Real Matters Inc is a Canadian network management services provider for the mortgage lending and insurance industries. The company's platform combines proprietary technology and network management capabilities with tens of thousands of independent qualified field agents. Its operating segment includes U.S. Appraisal; U.S. Title, and Canada. The company generates maximum revenue from the U.S. Appraisal segment. Its U.S. Appraisal segment provides residential mortgage appraisals for purchase, refinance, and home equity transactions through its Solidifi brand.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
87566-23T,MindMeld,"Artificial Intelligence & Machine Learning, Big Data, SaaS, TMT",United States,2011,San Francisco,North America,Americas,"San Francisco, CA",Communication Software,Software,Information Technology,11-May-17,6,Merger/Acquisition,104,17.8,"Developer of a cloud-based, unique AI platform designed to build intelligent and human-like conversational interfaces. The company's AI platform uses machine learning to interact with voice and chat assistants in a more natural way, thereby enabling users to find and navigate information in a range of applications.",Cisco Systems (NAS: CSCO),Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
160499-08T,Ausun Pharma (SHG: 603229),Life Sciences,China,2010,Linhai,East Asia,Asia,"Linhai, China",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,9-May-17,7,IPO,181.41,7.83,"Zhejiang Ausun Pharmaceutical Co Ltd is mainly engaged in the research and development, production and sales of specialty APIs and pharmaceutical intermediates, as well as providing customized production and research for customers. Its products portfolio includes Prostaglandins and their intermediates, Raw material medicine, Fluorine series and Develop products.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
110841-58T,China Sinogy Electric Engineering,,China,2002,Shanghai,East Asia,Asia,"Shanghai, China",Energy Infrastructure,Energy Services,Energy,8-May-17,15,Merger/Acquisition,526.27,,"Manufacturer of power engineering systems serving in industries covering thermal, solar, biomass, waste-to-energy and wind power generation. The company offers project planning consultation, power engineering design, investigation and management and is engaged in EPC contracting to projects in East Asia, Southeast Asia, Central Asia, the Middle East, Africa and South America.",Suzhou Thvow Technology Company (SHE: 002564),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
87375-79T,River Vision,Life Sciences,United States,2011,New York,North America,Americas,"New York, NY",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,8-May-17,6,Merger/Acquisition,475,27.1,"Developer of protein therapies designed for the treatment of Graves' Orbitopathy. The company's protein therapies include a human monoclonal antibody Teprotumumab, is a fully human mAb inhibitor of insulin-like growth factor type 1 receptor (IGF-1R) used for the treatment of active phase Graves Orbitopathy (GO), enabling users treat patients with tissue proliferation and excess production of extracellular matrix.",Horizon Therapeutics(Timothy Walbert),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
108869-59T,Hamaton Automotive Technology (SHE: 300643),"Industrials, Manufacturing",China,1993,Hangzhou,East Asia,Asia,"Hangzhou, China",Distributors/Wholesale,Commercial Products,Business Products and Services (B2B),5-May-17,24,IPO,124.85,31.21,"Hamaton Automotive Technology Co Ltd manufactures and supplies various products to automotive industry. The company is engaged in the development, production and sales of tire valves, tire pressure monitoring systems (TPMS) and related tools and accessories. Its products are mainly sold to Europe, North America, Australia and other regions.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
86034-43T,eBags,"E-Commerce, TMT",United States,1998,Greenwood Village,North America,Americas,"Greenwood Village, CO",Internet Retail,Retail,Consumer Products and Services (B2C),5-May-17,19,Merger/Acquisition,105,34.83,"Provider of an online platform intended to offer bags and accessories for various lifestyles. The company's online platform offers a full line of bags and accessories for lifestyle, travel, business, fitness, and recreation from well-known brands, thereby enabling shoppers to search and buy bags as well as other travel-related products from various brands.",Samsonite (HKG: 01910)(Ramesh Tainwala),Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
86174-83T,Ovid Therapeutics (NAS: OVID),Life Sciences,United States,2014,New York,North America,Americas,"New York, NY",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,5-May-17,3,IPO,369.03,180.92,"Ovid Therapeutics Inc is a biopharmaceutical company that is dedicated to reducing seizures and meaningfully improving the lives of people affected by rare epilepsies and seizure-related neurological disorders. The company has built a differentiated pipeline of medicines with potential first-in-class drug mechanisms of action to treat seizures. This pipeline has produced two epilepsy programs with potential first-in-class mechanisms of action, and one epilepsy program with a potential best-in-class mechanism of action.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
86110-12T,Urogen Pharma (NAS: URGN),"Life Sciences, Oncology",United States,2004,Princeton,North America,Americas,"Princeton, NJ",Drug Delivery,Pharmaceuticals and Biotechnology,Healthcare,4-May-17,13,IPO,155.64,75.15,"UroGen Pharma Ltd is a clinical-stage biotechnology firm specializing in solutions for urothelial and specialty cancers. The company has developed RTGel reverse-thermal hydrogel, a proprietary technology enhancing the therapeutic profiles of existing drugs by enabling sustained release. Their flagship product, Jelmyto (mitomycin) for pyelocalyceal solution, along with investigational candidate UGN-102 (mitomycin) for intravesical solution, targets non-surgical tumor ablation in forms of non-muscle invasive urothelial cancer. Additionally, their immuno-uro-oncology pipeline includes UGN-301 (zalifrelimab), an anti-CTLA-4 antibody, intended for both monotherapy and combination therapy. Revenue is generated from product sales.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
87174-91T,Yummly,"FoodTech, Mobile, TMT",United States,2009,San Carlos,North America,Americas,"San Carlos, CA",Information Services (B2C),Media,Consumer Products and Services (B2C),2-May-17,8,Merger/Acquisition,110,24.3,"Provider of a digital recipe platform designed to make it easier for foodies to find and share recipes. The company's platform uses patented technology and proprietary data to understand food and taste and provides recipe recommendations to handy tools and helpful videos, enabling users to improve life in finding the perfect recipes for every occasion.",Whirlpool (NYS: WHR)(Brett Dibkey),Technology Shock,Mobile Platform,"Founded in the post-App Store era; business model leverages mobile distribution, on-demand services, or smartphone capabilities."
87167-26T,Caisson Interventional,Manufacturing,United States,2012,Maple Grove,North America,Americas,"Maple Grove, MN",Surgical Devices,Healthcare Devices and Supplies,Healthcare,2-May-17,5,Merger/Acquisition,126.02,10,"Manufacturer of a novel percutaneous mitral valve replacement system based in Maple Grove, Minnesota. The company's mitral valve replacement is designed to be delivered across the heart's septum via the femoral vein and can be repositioned or withdrawn before final deployment.",LivaNova (NAS: LIVN)(Damien McDonald),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
84917-26T,Hanbul Cosmetics,Manufacturing,South Korea,1989,Seoul,East Asia,Asia,"Seoul, South Korea",Personal Products,Consumer Non-Durables,Consumer Products and Services (B2C),1-May-17,28,Merger/Acquisition,336.2,,"Operator of a personal products company intended to provide cosmetics and skincare products. The company specializes in the development and manufacturing of beauty products with a product line that includes perfumes, cosmetics and other beauty products, thereby providing users with diverse range of personal products.",It's Hanbul (KRX: 226320)(Lim Byung-Chul),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
89604-46T,Zenly,"Mobile, TMT",France,2011,Paris,Western Europe,Europe,"Paris, France",Social/Platform Software,Software,Information Technology,1-May-17,6,Merger/Acquisition,213.3,30.96,"Developer of a mobile-based location-sharing application designed to let users see where their friends currently are on a map. The company's platform leverages users' sensor and location data and provides an in-app messaging platform,thereby enabling users to socialize with friends and family whilst simultaneously sharing locations.",Snapchat (NYS: SNAP),Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
87666-85T,Lattice Data,TMT,United States,2015,Menlo Park,North America,Americas,"Menlo Park, CA",Business/Productivity Software,Software,Information Technology,1-May-17,2,Merger/Acquisition,200,,"Developer of a data management platform for unstructured data designed to unlock the value of dark data. The company's data management platform reads unstructured data and converts it into structured data that can be used by traditional analysis tools, enabling companies to process and analyze unstructured data.",Apple (NAS: AAPL),Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
85754-44T,China Rapid Finance,"FinTech, SaaS",China,2001,Shanghai,East Asia,Asia,"Shanghai, China",Other Financial Services,Other Financial Services,Financial Services,28-Apr-17,16,IPO,379.21,149.87,"Operator of an online consumer lending marketplace intended to bring consumer finance to China's emerging credit market. The company's platform provides credit facilities using advanced technology to analyze Chinese consumer credit, enabling customers to avail credit facility as per credit ratings.",Broadline Capital(Christopher Thorne),Institutional & Regulatory Shock,WTO Market Opening (China),Chinese tech startup founded proximate to China's WTO accession; business model leveraged newly opened domestic market and foreign capital.
44713-18T,Zymeworks (NAS: ZYME),"HealthTech, Life Sciences, Oncology",Canada,2003,Vancouver,North America,Americas,"Vancouver, Canada",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,28-Apr-17,14,IPO,324.02,213.82,"Zymeworks Inc is a clinical-stage biopharmaceutical company dedicated to the discovery, development and commercialization of next-generation multifunctional biotherapeutics. Its suite of therapeutic platforms and its fully integrated drug development engine enables precise engineering of differentiated therapeutic product candidates. Its clinical candidate, zanidatamab, is a novel HER2-targeted bispecific antibody currently being evaluated in multiple Phase 1, Phase 2, and pivotal clinical trials globally as a targeted treatment option for patients with solid tumors that express HER2. It is also advancing a deep preclinical pipeline in oncology and other therapeutic areas.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
87058-81T,Head Digital Works,SaaS,India,2006,Hyderabad,South Asia,Asia,"Hyderabad, India",Entertainment Software,Software,Information Technology,28-Apr-17,11,Buyout/LBO,100,1.76,"Operator of an online skill-based gaming platform intended to provide distinctive online Rummy experiences to players in India. The company's gaming platform provides a higher-level gaming experience on mobiles, thereby enabling its players to gain informal learning and also improve social interaction and engagement in a playful manner.","Burman Family, Clairvest Group (TSE: CVG)(Michael Wagman), Paragon Partners (Mumbai)",Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
84734-56T,Cloudera,"Artificial Intelligence & Machine Learning, Big Data, SaaS",United States,2008,Santa Clara,North America,Americas,"Santa Clara, CA",Business/Productivity Software,Software,Information Technology,28-Apr-17,9,IPO,"1,920.96","1,266.17","Developer of a data management and analytics platform designed to transform complex data into clear and actionable insights. The company's platform offers subscriptions and public cloud services along with clients professional services for the implementation and use of software subscriptions, machine learning expertise and consultation, training and education, thereby helping organizations with an open and scalable architecture designed for efficiency and security.",,Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
